label,i,j,rho_star,drho_mean,reff_mean,zone,nonstationary_pct
modes.f_col12-modes.f_col13,12,13,0.34924874015164875,0.07334010514755968,1.7263664780716104,marginal,33.333333333333336
modes.f_col9-modes.f_col11,9,11,0.3441282510761284,0.05415625214147665,1.7344417331820812,marginal,66.66666666666667
modes.f_col0-modes.f_col11,0,11,0.34380432523512733,0.07611531827675609,1.7452669075551912,marginal,33.333333333333336
modes.f_col0-modes.f_col5,0,5,0.34124961198953085,0.0911749835996985,1.7368925461173337,marginal,33.333333333333336
modes.f_col3-modes.f_col7,3,7,0.33980628024400644,0.05903952391971393,1.7556779081799267,marginal,33.333333333333336
modes.f_col5-modes.f_col11,5,11,0.3350631011524494,0.054958587367401404,1.7412634078592868,marginal,33.333333333333336
modes.f_col0-modes.f_col13,0,13,0.33270104995181043,0.0757686209879216,1.745154875212403,marginal,0.0
modes.f_col7-modes.f_col9,7,9,0.332284930350166,0.04160643167698449,1.753701839474514,marginal,33.333333333333336
modes.f_col1-modes.f_col7,1,7,0.33186658942240493,0.06032207216504023,1.7578620397405929,marginal,66.66666666666667
modes.f_col5-modes.f_col13,5,13,0.32107898556501563,0.06984561329960728,1.7529267189680584,marginal,66.66666666666667
modes.f_col1-modes.f_col10,1,10,0.31785406023307594,0.057284325466884785,1.7516254810502292,marginal,33.333333333333336
modes.f_col5-modes.f_col10,5,10,0.3164146938723571,0.04203560249697209,1.760574399268302,marginal,33.333333333333336
modes.f_col7-modes.f_col11,7,11,0.31053135439157353,0.03689846304377983,1.773354899832987,marginal,33.333333333333336
modes.f_col6-modes.f_col12,6,12,0.3104523909079756,0.029072358713937624,1.7994010419410549,marginal,0.0
modes.f_col9-modes.f_col10,9,10,0.30883608790430916,0.0483129305528044,1.7724605434716072,marginal,33.333333333333336
modes.f_col7-modes.f_col8,7,8,0.3036447787356956,0.0702654283271549,1.7738681371811125,marginal,33.333333333333336
modes.f_col0-modes.f_col7,0,7,0.30297629982444363,0.041451111273929676,1.7910600251603244,marginal,0.0
modes.f_col7-modes.f_col13,7,13,0.2990122069543887,0.05896487569495879,1.7976429548661836,marginal,33.333333333333336
modes.f_col8-modes.f_col10,8,10,0.2957403184238798,0.07928800040757934,1.7772358885251547,marginal,33.333333333333336
modes.f_col10-modes.f_col11,10,11,0.2921136006348367,0.06368220985642682,1.7720396020681886,marginal,33.333333333333336
modes.f_col10-modes.f_col12,10,12,0.28220606814551713,0.04761763660114853,1.7865452523047183,marginal,33.333333333333336
modes.f_col0-modes.f_col10,0,10,0.2787419016596996,0.06342497550676438,1.7988429480870758,marginal,33.333333333333336
modes.f_col8-modes.f_col13,8,13,0.27754349729276545,0.0655757695541011,1.7803813379240934,marginal,33.333333333333336
modes.f_col7-modes.f_col12,7,12,0.2702590792212042,0.04321753569572455,1.806238423709407,marginal,33.333333333333336
modes.f_col3-modes.f_col10,3,10,0.26837865553969625,0.07261797841538085,1.7959416704663018,marginal,33.333333333333336
modes.f_col4-modes.f_col5,4,5,0.2528987314935463,0.026914128005650524,1.8520195930000527,marginal,0.0
modes.f_col10-modes.f_col13,10,13,0.24870280892647378,0.0631974839010243,1.8069063115887272,marginal,33.333333333333336
modes.f_col6-modes.f_col13,6,13,0.236248414155381,0.04111514185398922,1.8635403230746046,marginal,33.333333333333336
modes.f_col2-modes.f_col10,2,10,0.23383705030202714,0.0247411346400738,1.8566358311672728,marginal,33.333333333333336
modes.f_col7-modes.f_col10,7,10,0.22318443039196761,0.05604671801347871,1.8516501502504756,marginal,33.333333333333336
modes.f_col1-modes.f_col2,1,2,0.22229162119583853,0.02237170533349819,1.885362150598533,marginal,0.0
modes.f_col1-modes.f_col4,1,4,0.2219322055864634,0.023465216474675647,1.8845396259307807,marginal,0.0
modes.f_col6-modes.f_col9,6,9,0.22164900795308318,0.02322163697230391,1.882044372113593,marginal,66.66666666666667
modes.f_col6-modes.f_col11,6,11,0.20862338469604905,0.022386104492030014,1.8897312079555386,marginal,66.66666666666667
modes.f_col2-modes.f_col4,2,4,0.2079882817302509,0.016734007788493314,1.894632412724972,marginal,0.0
modes.f_col5-modes.f_col6,5,6,0.20422579141803543,0.034695199656424335,1.8786656251705571,marginal,100.0
modes.f_col0-modes.f_col4,0,4,0.19307862468587608,0.01654683570029058,1.9040448473570863,degraded,66.66666666666667
modes.f_col4-modes.f_col8,4,8,0.18853217178343015,0.021215544775470514,1.9022991761155479,degraded,33.333333333333336
modes.f_col4-modes.f_col6,4,6,0.18616005675050906,0.020680956798593438,1.9115675618459338,degraded,0.0
modes.f_col2-modes.f_col5,2,5,0.17884983567165477,0.028395136898495533,1.9153936824846785,degraded,0.0
modes.f_col2-modes.f_col12,2,12,0.1739192765017428,0.03088801328410804,1.916431749666662,degraded,0.0
modes.f_col4-modes.f_col12,4,12,0.1696922553311656,0.02219682767842869,1.9164671743782473,degraded,0.0
modes.f_col2-modes.f_col7,2,7,0.1694310160027951,0.015554574413654243,1.9191953946092417,degraded,66.66666666666667
modes.f_col4-modes.f_col13,4,13,0.16904143853696088,0.018104810092724372,1.921916105178759,degraded,0.0
modes.f_col6-modes.f_col10,6,10,0.1685846069413287,0.01970845293843657,1.9194118949158867,degraded,33.333333333333336
modes.f_col2-modes.f_col3,2,3,0.1640156864259004,0.02045076206440025,1.918882423137864,degraded,33.333333333333336
modes.f_col4-modes.f_col11,4,11,0.16020509689289963,0.019255066739915082,1.9354749875530968,degraded,0.0
modes.f_col0-modes.f_col2,0,2,0.16015745476657836,0.02334676180150337,1.9315002233843348,degraded,0.0
modes.f_col4-modes.f_col9,4,9,0.15900663363809495,0.01725252123221512,1.931474098768018,degraded,33.333333333333336
modes.f_col2-modes.f_col13,2,13,0.15809620226101534,0.022873720420970405,1.9277072622840132,degraded,0.0
modes.f_col3-modes.f_col4,3,4,0.15558974687947713,0.019102487420743938,1.9291013672282962,degraded,33.333333333333336
modes.f_col2-modes.f_col11,2,11,0.1504898891281694,0.025371842780852426,1.9331247210509201,degraded,33.333333333333336
modes.f_col4-modes.f_col10,4,10,0.14668302025587993,0.01317490768888185,1.9463109893447974,degraded,33.333333333333336
modes.f_col2-modes.f_col8,2,8,0.14123195653846082,0.022658580130810405,1.9462512281727835,degraded,0.0
modes.f_col6-modes.f_col7,6,7,0.13655703022196708,0.01512993008607921,1.9396538205524765,degraded,66.66666666666667
modes.f_col2-modes.f_col9,2,9,0.12314058403806188,0.017745495230802183,1.9515832677577072,degraded,0.0
modes.f_col4-modes.f_col7,4,7,0.12299649028418413,0.013847938393085955,1.9515375251729437,degraded,33.333333333333336
modes.f_col2-modes.f_col6,2,6,0.0854609787706196,0.007009030438431952,1.9788039780963582,degraded,0.0
